Name,Transaction_date,Product,Price,Payment_Type,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
Mrs,1/29/2009 5:43,Product1,1200,Visa,Sunnyvale                   ,CA,United States,1/29/2009 5:18,1/29/2009 5:18,37.36889,-122.03528
Vanessa,1/29/2009 5:30,Product1,1200,Diners,Ithaca                      ,NY,United States,1/29/2009 4:49,1/29/2009 6:56,42.44056,-76.49694
Amanda,1/13/2009 18:08,Product1,1200,Amex,Houston                     ,TX,United States,1/13/2009 17:02,1/29/2009 7:34,29.76306,-95.36306
alex ,1/9/2009 15:24,Product1,1200,Mastercard,Farmingtn Hls               ,MI,United States,1/9/2009 13:59,1/29/2009 8:05,42.46444,-83.37639
T,1/23/2009 15:33,Product1,1200,Mastercard,Brooklyn                    ,NY,United States,1/23/2009 14:18,1/29/2009 11:02,40.65,-73.95
Alva and Martin,1/29/2009 12:28,Product1,1200,Mastercard,Great Falls                 ,VA,United States,5/21/2007 14:57,1/29/2009 12:31,38.99806,-77.28861
Anett,1/13/2009 11:31,Product1,1200,Visa,Gosport,England,United Kingdom,1/9/2009 11:30,1/29/2009 12:48,50.8,-1.1333333
Jacqui,1/29/2009 10:09,Product2,3600,Mastercard,Scottsdale                  ,AZ,United States,1/29/2009 9:59,1/29/2009 12:58,33.50917,-111.89833
KERRY,1/29/2009 15:08,Product1,1200,Visa,Sunnyvale                   ,CA,United States,1/29/2009 14:04,1/29/2009 14:04,37.36889,-122.03528
DeeDee,1/4/2009 5:12,Product1,1200,Visa,Songnae-dong,Soul-t'ukpyolsi,South Korea,12/30/2008 8:40,1/29/2009 16:41,37.5333333,127.1166667
leanne,1/22/2009 22:16,Product2,3600,Mastercard,Clyde Hill                  ,WA,United States,1/17/2009 23:28,1/29/2009 16:51,47.61056,-122.19944
katie,1/5/2009 19:26,Product1,1200,Visa,Ruschlikon,Zurich,Switzerland,1/5/2009 19:14,1/30/2009 1:06,47.3,8.55
Marina,1/11/2009 12:22,Product1,1200,Visa,Minneapolis                 ,MN,United States,1/11/2009 7:18,1/30/2009 2:10,44.98,-93.26361
camilla,1/2/2009 9:31,Product1,1200,Visa,Chicago                     ,IL,United States,1/2/2009 9:09,1/30/2009 5:35,41.85,-87.65
pirunkit,1/5/2009 11:21,Product1,1200,Visa,Petworth,England,United Kingdom,1/5/2009 5:46,1/30/2009 5:54,50.9833333,-0.6
Kathrin,1/17/2009 9:49,Product1,1200,Diners,Abu Dhabi,Abu Zaby,United Arab Emirates,2/27/2008 20:02,1/30/2009 8:45,24.4666667,54.3666667
Kate,1/28/2009 1:38,Product1,1200,Mastercard,Stockholm,Stockholm,Sweden,4/16/2007 12:58,1/30/2009 9:18,59.3333333,18.05
Maie,1/19/2009 10:32,Product1,1200,Mastercard,Queen Creek                 ,AZ,United States,1/6/2009 17:57,1/30/2009 10:41,33.24861,-111.63361
verena,1/26/2009 12:05,Product1,1250,Mastercard,Queen Creek                 ,AZ,United States,1/6/2009 17:57,1/30/2009 10:41,33.24861,-111.63361
Marie-Christine,1/7/2009 18:53,Product1,1200,Visa,Durham                      ,NC,United States,12/29/2008 9:59,1/30/2009 10:46,35.99389,-78.89889
Gabriella,1/26/2009 11:38,Product1,1200,Mastercard,Austin                      ,TX,United States,1/26/2009 7:16,1/30/2009 13:15,30.26694,-97.74278
valerie et nicolas,1/8/2009 13:19,Product1,1200,Mastercard,Glenn Dale                  ,MD,United States,1/8/2009 5:31,1/30/2009 17:40,38.9875,-76.82083
Nicole,1/11/2009 14:56,Product1,1200,Visa,Aardal,Sogn og Fjordane,Norway,1/5/2009 5:51,1/31/2009 4:21,61.55,6.35
Renee,1/30/2009 20:36,Product1,1200,Visa,Edinburg                    ,TX,United States,1/30/2009 20:05,1/31/2009 4:47,26.30139,-98.16306
Nicole,1/1/2009 8:09,Product1,1200,Mastercard,South Melbourne,Victoria,Australia,12/30/2008 0:55,1/31/2009 5:40,-37.8333333,144.9666667
Joachim,1/17/2009 11:09,Product1,1200,Mastercard,Fortaleza,Ceara,Brazil,1/17/2009 10:46,1/31/2009 6:42,-3.7166667,-38.5
Monica ,1/31/2009 7:22,Product1,1200,Visa,Weston                      ,CT,United States,2/29/2008 17:34,1/31/2009 6:43,41.20083,-73.38111
Nanci,1/31/2009 9:12,Product1,1200,Visa,Reading,England,United Kingdom,8/28/2008 10:22,1/31/2009 9:08,51.4333333,-1
Laura,1/31/2009 8:56,Product1,1200,Mastercard,Coconut Grove               ,FL,United States,1/31/2009 8:03,1/31/2009 9:22,25.71222,-80.25722
ciara and mike,1/31/2009 9:00,Product1,1200,Visa,London,England,United Kingdom,1/31/2009 8:32,1/31/2009 10:07,51.51334,-0.08895
Sarah,1/11/2009 14:07,Product1,1200,Visa,San Francisco               ,CA,United States,1/11/2009 13:08,1/31/2009 10:20,37.775,-122.41833
Anne-line,1/1/2009 12:25,Product2,3600,Mastercard,Zug,Zug,Switzerland,3/29/2005 23:14,1/31/2009 10:58,47.1666667,8.5166667
Ulrika,1/31/2009 11:14,Product2,3600,Mastercard,Scottsdale                  ,AZ,United States,1/31/2009 11:10,1/31/2009 11:10,33.50917,-111.89833
leigh,1/2/2009 9:57,Product1,1200,Amex,Potomac Falls               ,VA,United States,2/20/2005 17:20,1/31/2009 11:24,39.05,-77.40111
Nuria,1/4/2009 13:20,Product1,1200,Mastercard,Superior                    ,CO,United States,1/4/2009 12:08,1/31/2009 13:17,39.97778,-105.13139
Tejal,1/22/2009 12:32,Product1,1200,Mastercard,London,England,United Kingdom,1/2/2008 9:51,1/31/2009 14:43,51.52721,0.14559
Ignacio,1/18/2009 6:09,Product1,1200,Mastercard,Engleside                   ,VA,United States,5/21/2007 18:56,1/31/2009 15:33,38.80472,-77.04722
ZOE,1/8/2009 0:04,Product1,1200,Visa,New Plymouth City,Taranaki,New Zealand,1/7/2009 23:34,1/31/2009 17:47,-39.0666667,174.0833333
nihan,1/24/2009 7:14,Product1,1200,Mastercard,Roanoke                     ,VA,United States,3/2/2008 7:35,1/31/2009 19:18,37.20556,-80.03778
alan,1/24/2009 11:05,Product1,1200,Visa,Norcross                    ,GA,United States,7/30/2007 15:16,1/31/2009 19:31,33.94111,-84.21361
lydia,1/6/2009 15:12,Product1,1200,Amex,Sandy Plains                ,GA,United States,9/23/2006 8:42,1/31/2009 20:48,34.02306,-84.36167
Tracey,1/24/2009 17:06,Product1,1200,Visa,Saint Catharines,Ontario,Canada,1/24/2009 15:51,1/31/2009 21:10,43.1666667,-79.2333333
Anja,1/3/2009 9:58,Product1,1200,Visa,Gainesville                 ,VA,United States,10/19/2008 8:27,1/31/2009 22:19,38.79556,-77.61417
Jennifer,1/9/2009 16:35,Product1,1200,Diners,Nordstrand,Oslo,Norway,12/29/2005 9:26,2/1/2009 4:18,59.8608333,10.7905556
Holly,1/12/2009 14:50,Product1,1200,Visa,Arlington                   ,MA,United States,1/12/2009 9:54,2/1/2009 7:36,42.41528,-71.15694
megan,1/7/2009 13:49,Product1,1200,Diners,West Hills                  ,CA,United States,1/7/2009 12:36,2/1/2009 8:20,34.20111,-118.59722
Tarah,1/9/2009 19:41,Product1,1200,Mastercard,San Jose                    ,CA,United States,1/5/2009 18:02,2/1/2009 9:18,37.33944,-121.89389
Gerardo,1/26/2009 4:53,Product1,1200,Visa,London,England,United Kingdom,1/26/2009 4:12,2/1/2009 9:48,51.52721,0.14559
Joanne,1/23/2009 21:41,Product1,1200,Visa,Oak Park                    ,MI,United States,12/26/2008 11:00,2/1/2009 9:51,42.45944,-83.18278
Margaret,1/6/2009 16:07,Product1,1200,Visa,Terrell Hills               ,TX,United States,12/21/2008 12:21,2/1/2009 10:06,29.42389,-98.49333
Laura,1/10/2009 7:55,Product1,1200,Visa,Jumeira,Dubayy,United Arab Emirates,1/7/2009 9:47,2/1/2009 10:18,25.2097222,55.2477778
Whitney,1/28/2009 20:44,Product1,1200,Visa,Falmouth                    ,VA,United States,1/28/2009 19:36,2/1/2009 11:33,38.32389,-77.46861
Ravinder,1/9/2009 3:38,Product1,1200,Visa,Lurgan,Northern Ireland,United Kingdom,6/3/2008 4:22,2/1/2009 11:53,54.4666667,-6.3333333
Pam,1/19/2009 8:52,Product1,1200,Visa,Richmond                    ,TX,United States,1/6/2009 15:24,2/1/2009 11:53,29.58194,-95.76056
Celina,1/15/2009 7:26,Product1,1200,Mastercard,Den Haag,Zuid-Holland,Netherlands,1/14/2009 0:00,2/1/2009 13:17,52.0833333,4.3
Heather,1/30/2009 19:12,Product1,1200,Diners,Ooltewah                    ,TN,United States,1/30/2009 18:54,2/1/2009 13:51,35.075,-85.06222
Kathryn,1/5/2009 12:41,Product1,1200,Mastercard,Pacific Beach               ,CA,United States,1/5/2009 11:50,2/1/2009 14:28,32.79778,-117.23944
Michele ,1/28/2009 20:59,Product1,1200,Visa,Austin                      ,TX,United States,1/28/2009 9:40,2/1/2009 15:00,30.26694,-97.74278
Craig,1/10/2009 21:36,Product1,1200,Visa,Seattle                     ,WA,United States,8/10/2008 16:47,2/1/2009 15:27,47.60639,-122.33083
Kim,1/25/2009 19:59,Product1,1200,Visa,Seattle                     ,WA,United States,8/13/2008 18:27,2/1/2009 16:04,47.60639,-122.33083
maria,1/7/2009 8:03,Product1,1200,Amex,Ottawa,Ontario,Canada,4/17/2005 22:28,2/1/2009 18:52,45.4166667,-75.7
Elaine,1/21/2009 9:07,Product1,1200,Visa,Vienna                      ,VA,United States,4/2/2008 9:59,2/1/2009 21:07,38.90111,-77.26556
Madison,1/23/2009 14:43,Product1,1200,Visa,Torbay,Auckland,New Zealand,1/18/2009 11:34,2/1/2009 21:31,-36.7,174.75
Amanda,1/5/2009 13:07,Product1,1200,Visa,Shenfield,England,United Kingdom,1/2/2009 14:27,2/1/2009 22:27,51.6166667,0.3166667
Krista,1/6/2009 3:39,Product1,1200,Visa,Bergen,Hordaland,Norway,9/20/2005 1:58,2/2/2009 0:08,60.3911111,5.3247222
Sarah,1/15/2009 15:26,Product1,1200,Visa,Bolton,England,United Kingdom,1/15/2009 8:16,2/2/2009 0:53,53.5833333,-2.4333333
Sarah,1/23/2009 4:47,Product1,1200,Mastercard,Sandymount,Dublin,Ireland,1/16/2006 8:48,2/2/2009 2:12,53.335,-6.2113889
Pamela,1/12/2009 10:05,Product2,3600,Amex,Bellinzona,Ticino,Switzerland,9/3/2007 13:23,2/2/2009 5:16,46.2,9.0166667
Christine,1/30/2009 5:13,Product1,1200,Visa,Antwerpen,Antwerpen,Belgium,1/3/2006 13:57,2/2/2009 5:45,51.2166667,4.4166667
Diana,1/14/2009 10:32,Product3,7500,Mastercard,Campinas,Sao Paulo,Brazil,11/5/2008 7:03,2/2/2009 5:54,-22.9,-47.0833333
mary,1/12/2009 8:13,Product1,1200,Amex,Nacka,Stockholm,Sweden,3/8/2006 4:32,2/2/2009 6:01,59.3,18.1666667
Helena,1/27/2009 8:11,Product1,1200,Visa,Fremont                     ,CA,United States,1/27/2009 8:05,2/2/2009 6:08,37.54833,-121.9875
nina,1/30/2009 17:33,Product1,1200,Visa,Warwick,Queensland,Australia,1/25/2009 22:36,2/2/2009 6:13,-28.2333333,152.0166667
Mark,1/15/2009 9:52,Product1,1200,Amex,Holmdel                     ,NJ,United States,1/15/2009 8:36,2/2/2009 7:00,40.345,-74.18444
alice and rudolf,1/13/2009 11:54,Product1,1200,Visa,Baltimore                   ,MD,United States,1/8/2009 11:11,2/2/2009 8:01,39.2725,-76.53167
Costanza,1/21/2009 11:00,Product1,1200,Visa,Saggart,Dublin,Ireland,1/19/2009 10:11,2/2/2009 8:29,53.2802778,-6.4444444
Yoko,1/16/2009 11:49,Product1,1200,Mastercard,Andover                     ,MA,United States,2/18/2008 18:56,2/2/2009 8:53,42.65833,-71.1375
Barbara,1/1/2009 9:35,Product1,1200,Mastercard,La Crescenta                ,CA,United States,12/31/2008 17:51,2/2/2009 10:27,34.22417,-118.23917
Kit,1/13/2009 5:58,Product1,1200,Mastercard,Suwanee                     ,GA,United States,1/5/2009 21:12,2/2/2009 13:13,34.05139,-84.07139
cristina,1/6/2009 16:08,Product2,3600,Visa,Seattle                     ,WA,United States,3/14/2005 16:39,2/2/2009 14:17,47.60639,-122.33083
linda,1/5/2009 10:25,Product1,1200,Amex,Arlington                   ,VA,United States,10/11/2008 3:50,2/2/2009 16:13,38.89028,-77.08444
Christyna,1/4/2009 21:08,Product1,1200,Mastercard,Calgary,Alberta,Canada,1/21/2008 20:11,2/2/2009 18:50,51.0833333,-114.0833333
Alicja ,1/12/2009 20:43,Product1,1200,Visa,Kenmore                     ,WA,United States,1/12/2009 20:31,2/2/2009 20:26,47.7575,-122.24278
Rachel,1/17/2009 3:22,Product1,1200,Visa,Fresno                      ,CA,United States,2/1/2008 12:45,2/2/2009 20:35,36.74778,-119.77139
Rachel,1/18/2009 11:17,Product1,1200,Amex,Atascadero                  ,CA,United States,3/11/2008 13:35,2/2/2009 22:49,35.48944,-120.66972
Jan,1/27/2009 9:01,Product1,1200,Visa,Barcelona,Catalonia,Spain,5/29/2008 12:23,2/3/2009 0:59,41.3833333,2.1833333
Karin,1/8/2009 8:11,Product1,1200,Diners,High Wycombe,England,United Kingdom,1/8/2009 7:00,2/3/2009 1:54,51.6333333,-0.7666667
ron ,1/26/2009 23:28,Product2,3600,Amex,Tsaritsyno,Moscow City,Russia,12/7/2006 8:26,2/3/2009 2:10,55.6283333,37.6608333
Sharon,1/10/2009 21:35,Product1,1200,Mastercard,Ajax,Ontario,Canada,8/7/2008 6:17,2/3/2009 3:42,43.85,-79.0166667
Anna,1/11/2009 6:01,Product1,1200,Mastercard,New York                    ,NY,United States,1/1/2009 10:24,2/3/2009 4:25,40.71417,-74.00639
Laura,1/19/2009 14:53,Product1,1200,Mastercard,Fairfield                   ,IA,United States,12/12/2008 5:18,2/3/2009 5:40,41.00861,-91.9625
Yana,1/22/2009 7:14,Product1,1200,Visa,North Bay,Ontario,Canada,10/11/2006 19:22,2/3/2009 6:36,46.3,-79.45
Katherine,1/15/2009 8:12,Product1,1200,Visa,Marietta                    ,GA,United States,1/13/2009 10:03,2/3/2009 7:44,33.9525,-84.55
Therese,1/7/2009 6:33,Product1,1200,Diners,Clontarf,Dublin,Ireland,6/15/2008 8:08,2/3/2009 7:51,53.3591667,-6.2161111
Francoise ,1/12/2009 8:05,Product1,1200,Amex,Danville                    ,PA,United States,1/12/2009 6:44,2/3/2009 8:01,40.96333,-76.61306
Elizabeth,1/28/2009 13:03,Product2,3600,Amex,Okotoks,Alberta,Canada,9/10/2008 6:53,2/3/2009 9:13,50.7166667,-113.9666667
Corinne,1/25/2009 8:54,Product1,1200,Amex,Anthem                      ,AZ,United States,3/26/2006 17:32,2/3/2009 9:50,33.86722,-112.14611
Ec,1/5/2009 10:08,Product1,1200,Visa,Clonmel,Tipperary,Ireland,1/5/2009 7:47,2/3/2009 10:21,52.355,-7.7038889
Carmen,1/5/2009 19:29,Product1,1200,Visa,Arlington                   ,VA,United States,4/29/2008 16:09,2/3/2009 10:23,38.89028,-77.08444
Brittany,1/7/2009 19:06,Product2,3600,Amex,Orlando                     ,FL,United States,8/10/2004 3:30,2/3/2009 11:32,28.53806,-81.37944
Sandrine,1/23/2009 11:33,Product1,1200,Mastercard,Walnut Creek                ,CA,United States,1/22/2009 23:31,2/3/2009 11:49,37.90639,-122.06389
asuncion ,1/3/2009 21:11,Product1,1200,Mastercard,Centennial                  ,CO,United States,12/3/2008 13:00,2/3/2009 11:50,39.57917,-104.87639
Sophie,1/11/2009 17:28,Product1,1200,Visa,Newtown                     ,CT,United States,1/11/2009 11:50,2/3/2009 12:21,41.41389,-73.30389
Henrietta,1/21/2009 20:18,Product1,1200,Amex,Vancouver,British Columbia,Canada,7/6/2007 23:53,2/3/2009 12:22,49.25,-123.1333333
DD,1/24/2009 10:23,Product1,1200,Visa,York,England,United Kingdom,8/19/2008 12:58,2/3/2009 12:57,53.9666667,-1.0833333
Jennifer,1/7/2009 14:55,Product1,1200,Visa,Drogheda,Louth,Ireland,9/21/2006 2:39,2/3/2009 13:36,53.7188889,-6.3477778
samuel,1/29/2009 10:38,Product1,1200,Visa,Saddle Brook                ,NJ,United States,1/29/2009 9:08,2/3/2009 14:39,40.89889,-74.09306
Angelina  Patrick,1/8/2009 14:04,Product1,1200,Amex,San Diego                   ,CA,United States,1/7/2009 17:01,2/3/2009 14:57,32.71528,-117.15639
Sven,1/31/2009 21:50,Product1,1200,Visa,Issaquah                    ,WA,United States,1/31/2009 21:01,2/3/2009 16:30,47.53028,-122.03139
Toni,1/1/2009 16:00,Product1,1200,Visa,Bolton,England,United Kingdom,10/7/2008 15:19,2/3/2009 16:45,53.5833333,-2.4333333
Patrick,1/30/2009 13:13,Product1,1200,Visa,Lexington                   ,MA,United States,1/30/2009 12:44,2/3/2009 17:14,42.44722,-71.225
jason,1/27/2009 16:50,Product1,1200,Visa,Altadena                    ,CA,United States,12/28/2008 14:42,2/3/2009 18:09,34.18972,-118.13028
Tabatha,1/30/2009 7:42,Product1,250,Visa,Altadena                    ,CA,United States,12/28/2008 14:42,2/3/2009 18:09,34.18972,-118.13028
Aline,1/17/2009 15:48,Product2,3600,Visa,Davis                       ,CA,United States,1/8/2005 14:03,2/3/2009 19:14,38.545,-121.73944
Debra,1/12/2009 11:40,Product2,3600,Visa,Toronto,Ontario,Canada,12/30/2008 6:59,2/3/2009 19:42,43.6666667,-79.4166667
Natasha,1/30/2009 20:27,Product1,1200,Mastercard,Pasadena                    ,CA,United States,1/30/2009 20:02,2/3/2009 23:39,34.14778,-118.14361
Melinda,1/27/2009 18:35,Product1,1200,Mastercard,Buffalo Grove               ,IL,United States,1/27/2009 18:28,2/3/2009 23:42,41.98111,-89.595
Luc1nda,1/16/2009 12:47,Product1,1200,Visa,London,England,United Kingdom,12/12/2004 15:18,2/4/2009 2:13,51.52721,0.14559
Kim,1/2/2009 2:50,Product1,1200,Visa,Newcastle,Wicklow,Ireland,10/12/2005 6:56,2/4/2009 2:19,53.0683333,-6.0658333
Britlyn ,1/21/2009 5:39,Product1,1200,Amex,Norwalk                     ,CT,United States,11/4/2008 9:51,2/4/2009 4:31,41.1175,-73.40833
Adam,1/28/2009 1:28,Product1,1200,Diners,Besancon,Franche-Comte,France,1/26/2009 2:28,2/4/2009 5:39,47.25,6.0333333
Mimi,1/8/2009 13:33,Product1,1200,Visa,Monte-Carlo, ,Monaco,9/23/2006 13:19,2/4/2009 6:16,43.7333333,7.4166667
Liann,1/22/2009 12:09,Product1,1200,Visa,Monaco, ,Monaco,1/22/2009 11:32,2/4/2009 6:28,43.7333333,7.4166667
Sarah,1/20/2009 8:23,Product1,1200,Mastercard,Floyds Knobs                ,IN,United States,10/12/2005 17:17,2/4/2009 8:16,38.32444,-85.87361
Naseer,1/2/2009 7:47,Product1,1200,Diners,London,England,United Kingdom,12/8/2008 6:45,2/4/2009 8:50,51.5,-0.1166667
Caroline,1/11/2009 4:55,Product1,1200,Amex,Marietta                    ,GA,United States,4/12/2006 18:20,2/4/2009 9:22,33.9525,-84.55
Karena,1/23/2009 7:47,Product1,1800,Amex,Marietta                    ,GA,United States,4/12/2006 18:20,2/4/2009 9:22,33.9525,-84.55
janet,1/21/2009 23:19,Product1,1200,Amex,Hon                         ,HI,United States,9/4/2008 16:51,2/4/2009 11:11,21.30694,-157.85833
Hans,1/11/2009 4:29,Product3,7500,Visa,Knoxville                   ,TN,United States,8/28/2008 6:20,2/4/2009 12:17,35.96056,-83.92083
Sandra  Thierry  Zoe,1/11/2009 4:39,Product1,1200,Visa,Knoxville                   ,TN,United States,8/28/2008 6:20,2/4/2009 12:17,35.96056,-83.92083
Eleanor,1/10/2009 8:13,Product1,1200,Mastercard,Edinburgh,Scotland,United Kingdom,7/31/2008 22:34,2/4/2009 13:08,55.95,-3.2
Anna,1/22/2009 12:55,Product1,1200,Visa,Paris,Ile-de-France,France,8/17/2007 4:34,2/4/2009 13:12,48.8666667,2.3333333
Cara ,1/17/2009 15:00,Product1,1200,Visa,Humble                      ,TX,United States,3/12/2007 14:55,2/4/2009 13:29,29.99861,-95.26194
carolien,1/4/2009 14:06,Product1,1200,Visa,Mashpee                     ,MA,United States,1/4/2009 12:21,2/4/2009 13:45,41.64833,-70.48167
Ana,1/30/2009 17:09,Product1,1200,Mastercard,Hong Kong, ,Hong Kong,7/28/2006 2:31,2/4/2009 16:26,22.2833333,114.15
Patrick,1/20/2009 5:01,Product1,1200,Visa,Birmingham                  ,MI,United States,1/18/2009 17:36,2/4/2009 16:45,42.54667,-83.21139
Heidi,1/26/2009 14:37,Product1,1200,Visa,St Augustine                ,FL,United States,12/19/2007 12:00,2/4/2009 16:55,29.89444,-81.31472
Tom,1/29/2009 13:27,Product1,1200,Visa,Salt Lake City              ,UT,United States,1/28/2009 14:47,2/4/2009 20:07,40.76083,-111.89028
Justine,1/12/2009 10:33,Product1,1200,Amex,Seattle                     ,WA,United States,1/7/2009 16:45,2/4/2009 20:57,47.60639,-122.33083
isabel,1/5/2009 8:28,Product1,1200,Visa,Ruti,Zurich,Switzerland,1/5/2009 5:08,2/4/2009 22:59,47.25,8.85
scott,1/25/2009 16:11,Product3,7500,Visa,Rogers                      ,AR,United States,1/25/2009 15:55,2/5/2009 0:20,36.33194,-94.11833
Fatima,1/25/2009 20:44,Product1,1200,Visa,Rogers                      ,AR,United States,1/25/2009 15:55,2/5/2009 0:20,36.33194,-94.11833
Judy,1/26/2009 11:36,Product1,1200,Visa,Dun Laoghaire,Dublin,Ireland,1/26/2009 7:28,2/5/2009 2:38,53.2925,-6.1286111
Glenn,1/27/2009 2:32,Product1,1200,Visa,Perth,Scotland,United Kingdom,6/27/2006 9:12,2/5/2009 3:15,56.4,-3.4333333
Family in,1/18/2009 13:36,Product1,1200,Amex,London,England,United Kingdom,4/23/2005 9:46,2/5/2009 3:17,51.51334,-0.08895
Lauren,1/7/2009 5:53,Product1,1200,Visa,Gries,Rhineland-Palatinate,Germany,1/7/2009 2:49,2/5/2009 3:41,49.4166667,7.4
Michael,1/25/2009 1:53,Product3,7500,Visa,Pietermaritzburg,KwaZulu-Natal,South Africa,1/24/2009 12:52,2/5/2009 4:37,-29.6166667,30.3833333
Jodi,1/18/2009 11:42,Product1,1200,Visa,Sutton Valence,England,United Kingdom,11/17/2008 10:30,2/5/2009 6:21,51.2,0.5833333
simone,1/13/2009 1:46,Product1,1200,Mastercard,Lyngby,Kobenhavn,Denmark,10/30/2007 12:03,2/5/2009 8:52,55.7666667,12.5166667
Sonja,1/2/2009 15:57,Product1,1200,Diners,Alpine                      ,NJ,United States,1/2/2009 15:25,2/5/2009 10:18,40.95583,-73.93167
Shane,1/25/2009 8:50,Product1,1200,Mastercard,Zurich,Zurich,Switzerland,1/24/2009 12:23,2/5/2009 11:07,47.3666667,8.55
Ruth,1/14/2009 8:16,Product2,3600,Amex,Saskatoon,Saskatchewan,Canada,8/9/2008 12:51,2/5/2009 11:24,52.1333333,-106.6666667
Cleo,1/27/2009 11:21,Product1,1200,Mastercard,Pacific Palisades           ,CA,United States,1/27/2009 10:38,2/5/2009 12:38,34.04806,-118.52556
Benoit,1/8/2009 10:13,Product1,1200,Diners,Fort Saint James,British Columbia,Canada,1/7/2009 16:01,2/5/2009 14:03,54.4333333,-124.25
Claire,1/5/2009 7:47,Product1,1200,Amex,Versoix,Geneve,Switzerland,4/18/2007 12:55,2/5/2009 15:15,46.2833333,6.1666667
Claire,1/22/2009 9:00,Product1,1200,Visa,Trumansburg                 ,NY,United States,7/6/2008 14:33,2/5/2009 16:33,42.54222,-76.66639
Lindsey,1/25/2009 12:59,Product1,1200,Visa,Kennett Square              ,PA,United States,1/13/2009 20:08,2/5/2009 18:40,39.84667,-75.71194
Nicola,1/10/2009 19:28,Product2,3600,Visa,San Jose                    ,CA,United States,8/5/2005 0:29,2/5/2009 21:10,37.33944,-121.89389
PATRICK,1/8/2009 19:29,Product2,3600,Mastercard,Ban Khlong Sip,Krung Thep,Thailand,1/8/2009 0:01,2/5/2009 21:22,13.9166667,100.8166667
jennifer,1/8/2009 12:04,Product1,1200,Visa,Morro Bay                   ,CA,United States,12/1/2003 19:13,2/5/2009 22:11,35.36583,-120.84889
Amy,1/4/2009 16:59,Product1,1200,Visa,Parramatta,New South Wales,Australia,1/3/2009 22:35,2/5/2009 22:44,-33.8166667,151
Whitney,1/30/2009 11:56,Product1,1200,Mastercard,Dumbleton,England,United Kingdom,7/31/2008 13:46,2/6/2009 0:04,52.0166667,-1.9666667
Astrid,1/6/2009 5:10,Product1,1200,Visa,Altlengbach,Lower Austria,Austria,6/24/2008 0:49,2/6/2009 0:37,48.15,15.9166667
jo,1/14/2009 3:39,Product1,1200,Visa,Ballincollig,Cork,Ireland,12/10/2008 7:41,2/6/2009 2:36,51.8833333,-8.5833333
Michelle,1/14/2009 3:47,Product1,1200,Visa,Ballincollig,Cork,Ireland,12/10/2008 7:41,2/6/2009 2:36,51.8833333,-8.5833333
TG,1/19/2009 3:19,Product1,1200,Mastercard,Zagore,Stara Zagora,Bulgaria,11/20/2008 3:00,2/6/2009 4:19,42.35,25.6666667
Emily,1/7/2009 1:42,Product1,1200,Mastercard,Vecmilgravis,Riga,Latvia,1/4/2009 10:33,2/6/2009 4:20,57.0333333,24.1
Niki,1/7/2009 13:01,Product2,3600,Visa,Trelex,Vaud,Switzerland,8/5/2007 0:43,2/6/2009 5:02,46.4166667,6.2
Sarah,1/27/2009 2:35,Product1,1200,Visa,Ornex,Rhone-Alpes,France,8/28/2008 6:28,2/6/2009 5:09,46.2833333,6.1
sherry,1/3/2009 14:14,Product1,1200,Visa,Las Vegas                   ,NV,United States,1/3/2009 13:49,2/6/2009 5:29,36.175,-115.13639
Laura,1/22/2009 12:37,Product2,3600,Amex,San Anselmo                 ,CA,United States,1/22/2009 10:17,2/6/2009 6:38,37.97472,-122.56056
Carmela,1/29/2009 6:49,Product1,1200,Mastercard,Hannover,Lower Saxony,Germany,4/2/2008 2:39,2/6/2009 6:52,52.3666667,9.7166667
Matt,1/6/2009 9:45,Product1,1200,Diners,N Woodmere                  ,NY,United States,12/30/2008 13:01,2/6/2009 7:33,40.66417,-73.70889
Karen,1/12/2009 11:16,Product1,1200,Visa,Madrid,Madrid,Spain,7/17/2007 6:08,2/6/2009 10:42,40.4,-3.6833333
Joanne,1/13/2009 13:49,Product1,1200,Visa,Castlebar,Mayo,Ireland,1/6/2008 14:03,2/6/2009 12:35,53.85,-9.3
Stephanie,1/12/2009 7:23,Product1,1200,Visa,Fairfax                     ,CA,United States,1/11/2009 14:42,2/6/2009 16:13,37.98722,-122.58778
Hurst,1/30/2009 4:48,Product1,1200,Visa,Chandler                    ,AZ,United States,6/18/2008 14:29,2/6/2009 17:21,33.30611,-111.84056
Liza,1/22/2009 16:29,Product1,1200,Visa,Dammeron Valley             ,UT,United States,1/17/2009 15:18,2/6/2009 18:14,37.1306,-113.6492
Michele,1/27/2009 6:26,Product1,1200,Mastercard,Buffalo                     ,NY,United States,1/25/2009 11:56,2/6/2009 18:24,42.88639,-78.87861
Karin,1/15/2009 10:16,Product3,7500,Visa,Olive Branch                ,MS,United States,1/12/2009 17:41,2/6/2009 18:48,34.96167,-89.82944
cath,1/19/2009 18:54,Product1,1200,Amex,Warwick                     ,NY,United States,1/19/2009 11:34,2/6/2009 19:27,41.25639,-74.36028
eva,1/2/2009 22:44,Product2,3600,Visa,Gisborne,Victoria,Australia,12/3/2006 15:36,2/6/2009 20:03,-37.4833333,144.5833333
Andrea ,1/1/2009 18:32,Product1,1200,Amex,San Mateo                   ,CA,United States,12/31/2008 17:09,2/6/2009 21:59,37.56306,-122.32444
